rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_eccen,koi_eccen_err1,koi_eccen_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
1658,6441738,K01246.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,19.03723442,7.38E-05,-7.38E-05,0,,,0.033,0.4,-0.033,3.3882,0.0924,-0.0924,401.3,1.85E+01,-1.85E+01,0.018189,7.77E-04,-4.52E-04,4.35188,0.22436,-1.66613,5.74,1.29,-9.30E-01,0.1404,,,89.96,,,1051,,,43.69,2.3,-2.3,5248,68,-73,3.523,0.117,-0.143,2.892,0.648,-0.471,291.42755,41.878159,14.898
1659,8801343,K01247.01,,FALSE POSITIVE,FALSE POSITIVE,0.483,0,1,0,0,2.73987398,2.29E-07,-2.29E-07,0,,,0.703,0.002,-0.003,4.15886,0.00597,-0.00597,20632.2,1.77E+01,-1.77E+01,0.141141,1.15E-04,-1.42E-04,0.24636,0.00234,-0.00229,34.83,6.54,-1.12E+01,0.0419,,,81.22,,,2113,,,4.6067,0.0438,-0.0438,6520,162,-179,3.844,0.3,-0.1,2.26,0.424,-0.727,283.46991,45.05246,11.743
1660,8488878,K01248.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.801880653,1.82E-06,-1.82E-06,0,,,0.773,0.004,-0.005,4.2608,0.0133,-0.0133,41924,1.79E+02,-1.79E+02,0.208621,6.77E-04,-1.22E-03,0.51496,0.00883,-0.00794,19.91,5.67,-1.78E+00,0.0626,,,85.44,,,964,,,9.713,0.167,-0.167,5845,185,-205,4.541,0.035,-0.196,0.874,0.249,-0.078,289.40573,44.516941,15.359
1661,8560285,K01249.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,85.34092607,3.41E-05,-3.41E-05,0,,,12.773,62.92,-2.511,10.6141,0.0135,-0.0135,51746.2,6.67E+01,-6.67E+01,12.009302,6.29E+01,-2.51E+00,9.15013,141.88426,-2.7448,1177.65,344.9,-1.15E+02,0.3768,,,85.18,,,409,,,152.2,73.7,-73.7,6004,190,-232,4.522,0.05,-0.2,0.898,0.263,-0.088,291.90237,44.683731,15.252
1662,8620565,K01250.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.782045734,1.66E-07,-1.66E-07,0,,,1.244,1.494,-0.137,1.7945,0.0111,-0.0111,16185,7.34E+01,-7.34E+01,0.41463,1.46E+00,-1.21E-01,0.53984,1.45956,-0.06616,45.05,14.9,-4.98E+00,0.0169,,,61.34,,,2070,,,2.59,1.2,-1.2,6113,183,-201,4.463,0.056,-0.224,0.995,0.329,-0.11,290.26767,44.712849,14.912
1663,8616873,K01251.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.576078683,7.20E-08,-7.20E-08,0,,,1.113,0.433,-0.096,1.63253,0.00669,-0.00669,10084.8,3.02E+01,-3.02E+01,0.260658,4.01E-01,-7.81E-02,0.43962,0.25172,-0.02128,23.23,5.86,-1.97E+00,0.0131,,,55.71,,,1982,,,1.976,0.566,-0.566,5693,152,-169,4.57,0.042,-0.168,0.816,0.206,-0.069,288.70087,44.70768,15.237
1664,8737796,K01252.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.885747456,6.37E-07,-6.37E-07,0,,,1.205,0.15,-0.082,4.4788,0.0361,-0.0361,895.2,5.50E+00,-5.50E+00,0.237819,1.46E-01,-7.82E-02,0.05185,0.01759,-0.01084,269.98,64.25,-1.50E+02,0.0248,,,21.05,,,4958,,,1.291,0.438,-0.438,5487,120,-313,2.816,0.378,-0.162,10.396,2.474,-5.773,284.28253,44.987228,12.686
1665,8462258,K01253.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,3.611541977,6.51E-06,-6.51E-06,0,,,1.254,0.827,-0.106,8.6068,0.0642,-0.0642,2972.3,2.14E+01,-2.14E+01,0.320559,8.12E-01,-9.99E-02,0.00904,0.01596,-0.001,28.07,3.61,-3.25E+00,0.0419,,,47.04,,,1005,,,1.84,0.812,-0.812,5203,196,-179,4.504,0.093,-0.085,0.802,0.103,-0.093,301.35507,44.492271,15.736
1666,8454250,K01254.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,5.082722475,8.27E-06,-8.27E-06,0,,,0.019,0.309,-0.019,5.9139,0.0494,-0.0494,1974.1,2.45E+01,-2.45E+01,0.040316,6.95E-04,-2.88E-04,0.23596,0.0074,-0.04193,4.4,0,0.00E+00,0.058,,,89.84,,,1059,,,6.856,0.215,-0.215,5780,,,4.438,,,1,,,299.07388,44.431679,12.777
1667,8494263,K01255.01,,FALSE POSITIVE,FALSE POSITIVE,0.436,0,0,1,0,78.9257421,1.93E-04,-1.93E-04,0,,,0.359,0.044,-0.29,7.5193,0.0991,-0.0991,17972,2.02E+02,-2.02E+02,0.123557,6.08E-03,-1.47E-03,1.88933,0.48663,-0.0046,11.9,3.1,-1.04E+00,0.3578,,,89.76,,,398,,,85.4,22,-22,5750,161,-202,4.538,0.042,-0.179,0.882,0.23,-0.077,291.44522,44.52869,15.913
1668,8848271,K01256.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,9.991625291,5.36E-06,-5.36E-06,0,,,1.256,0.258,-0.119,3.8552,0.0235,-0.0235,3450.5,1.92E+01,-1.92E+01,0.325317,2.29E-01,-1.54E-01,0.11619,0.01044,-0.00736,38.93,10.98,-7.31E+00,0.0894,,,81.5,,,907,,,8.496,0.763,-0.763,5874,158,-176,4.338,0.153,-0.187,1.096,0.309,-0.206,301.04239,45.022888,14.039
1669,8751933,K01257.01,Kepler-420 b,CONFIRMED,FALSE POSITIVE,0.117,0,1,0,0,86.64764448,4.40E-05,-4.40E-05,0,,,0,0.196,0,4.2326,0.0174,-0.0174,7311.6,3.52E+01,-3.52E+01,0.07685,5.14E-04,-1.96E-04,12.03473,0.16898,-0.72276,9.4,1.33,-1.33E+00,0.3786,,,90,,,419,,,168.41,2.4,-2.4,5522,75,-83,4.323,0.132,-0.108,1.12,0.158,-0.158,291.22519,44.92738,14.651
1670,8630788,K01258.01,Kepler-281 c,CONFIRMED,CANDIDATE,0.997,0,0,0,0,36.33750453,7.26E-05,-7.26E-05,0,,,0.825,0.019,-0.069,7.06,0.161,-0.161,2828.4,3.25E+01,-3.25E+01,0.054879,6.77E-04,-2.00E-03,0.24809,0.08569,-0.05861,5.3,1.38,-4.60E-01,0.2137,,,88.17,,,513,,,25.87,8.9,-8.9,5717,156,-173,4.538,0.044,-0.187,0.884,0.23,-0.077,294.10818,44.770699,15.773
1671,8630788,K01258.02,Kepler-281 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.64613058,7.96E-05,-7.96E-05,0,,,0.561,0.353,-0.358,5.688,0.135,-0.135,593.5,2.15E+01,-2.15E+01,0.022987,4.52E-03,-8.46E-04,0.42172,0.33857,-0.00975,2.22,0.58,-1.90E-01,0.1166,,,88.09,,,694,,,16.85,6.8,-6.8,5717,156,-173,4.538,0.044,-0.187,0.884,0.23,-0.077,294.10818,44.770699,15.773
1672,8630788,K01258.03,,CANDIDATE,CANDIDATE,0.96,0,0,0,0,148.272013,8.25E-04,-8.25E-04,0,,,0.883,0.069,-0.612,4.192,0.174,-0.174,1707.4,8.49E+01,-8.49E+01,0.04452,8.61E-03,-7.14E-03,2.95931,21.54188,-0.62404,4.3,1.12,-3.80E-01,0.5456,,,89.66,,,321,,,150.9,73.3,-73.3,5717,156,-173,4.538,0.044,-0.187,0.884,0.23,-0.077,294.10818,44.770699,15.773
1673,8823426,K01259.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.506507172,2.45E-06,-2.45E-06,0,,,1.226,0.776,-0.037,4.5346,0.0719,-0.0719,880.9,1.20E+01,-1.20E+01,0.259398,7.56E-01,-5.75E-02,0.02483,0.05439,-0.00537,13.4,0.79,-9.90E-01,0.0202,,,31.59,,,801,,,1.439,0.63,-0.63,3755,59,-66,4.774,0.042,-0.025,0.473,0.028,-0.035,293.61743,45.016701,15.591
1674,8766222,K01260.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,5.2972293,2.48E-05,-2.48E-05,0,,,0.022,6.829,-0.007,3.799,0.474,-0.474,1210.5,6.10E+01,-6.10E+01,0.030552,5.89E+00,-1.26E-03,0.8954,5.38373,-0.60375,47.7,10.56,-1.06E+01,0.0726,,,89.88,,,2867,,,10.99,5.1,-5.1,4631,92,-115,2.386,0.03,-0.03,14.296,3.167,-3.167,296.39639,44.963036,13.85
1675,8678594,K01261.01,Kepler-799 b,CONFIRMED,CANDIDATE,1,0,0,0,0,133.460999,2.57E-04,-2.57E-04,0,,,0.249,0.043,-0.249,11.4997,0.0691,-0.0691,5032.9,3.24E+01,-3.24E+01,0.064443,3.05E-04,-7.22E-04,0.82029,0.09191,-0.03712,11.21,1.72,-2.59E+00,0.5167,,,89.84,,,433,,,91.8,10.3,-10.3,5588,83,-75,4.047,0.203,-0.087,1.593,0.245,-0.368,287.1749,44.878571,15.12
1676,8678594,K01261.02,,CANDIDATE,CANDIDATE,0.988,0,0,0,0,15.19423359,8.34E-05,-8.34E-05,0,,,0.906,0.054,-0.611,3.106,0.125,-0.125,367.8,2.25E+01,-2.25E+01,0.021229,2.69E-03,-3.93E-03,0.45024,4.90141,-0.34239,3.69,0.57,-8.50E-01,0.1214,,,87.06,,,893,,,17.65,8.7,-8.7,5588,83,-75,4.047,0.203,-0.087,1.593,0.245,-0.368,287.1749,44.878571,15.12
1677,8703884,K01262.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,14.17098745,2.12E-05,-2.12E-05,0,,,0.041,0.353,-0.041,3.4804,0.0422,-0.0422,3070.8,3.79E+01,-3.79E+01,0.049395,1.25E-03,-4.98E-04,3.27042,0.1527,-0.7453,4.19,0.52,-3.90E-01,0.1068,,,89.93,,,608,,,32.62,1.5,-1.5,5107,179,-179,4.565,0.044,-0.072,0.777,0.097,-0.073,296.93393,44.853642,15.379
1678,8560840,K01263.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,31.9734169,2.03E-04,-2.03E-04,0,,,1.24,35.62,-0.119,13.262,0.228,-0.228,1414.4,2.60E+01,-2.60E+01,0.285156,3.56E+01,-1.12E-01,0.00468,1.65263,-0.0007,24.1,2.15,-1.59E+00,0.1876,,,78.69,,,442,,,6.32,3.2,-3.2,4931,148,-148,4.595,0.024,-0.064,0.774,0.069,-0.051,292.13437,44.65617,15.527
1679,8612847,K01264.01,Kepler-800 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.13175309,4.46E-05,-4.46E-05,0,,,0.848,0.015,-0.585,4.0136,0.0822,-0.0822,1033,2.97E+01,-2.97E+01,0.033654,3.37E-04,-4.03E-03,0.38335,1.68532,-0.16765,3.02,0.76,-2.50E-01,0.1106,,,86.95,,,675,,,15.94,7.8,-7.8,5616,169,-169,4.564,0.031,-0.168,0.822,0.207,-0.069,286.57483,44.7952,15.762
1680,8552583,K01265.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.061934816,1.44E-06,-1.44E-06,0,,,1.25,0.699,-0.171,3.2551,0.0625,-0.0625,437.2,7.30E+00,-7.30E+00,0.270704,6.90E-01,-1.65E-01,0.04411,0.10066,-0.01275,25.72,6.35,-2.13E+00,0.0202,,,25.09,,,1660,,,1.38,0.63,-0.63,5730,156,-173,4.545,0.042,-0.168,0.87,0.215,-0.072,288.90857,44.64241,15.062
1681,8547140,K01266.01,Kepler-801 b,CONFIRMED,CANDIDATE,1,0,0,0,0,11.41926141,2.32E-05,-2.32E-05,0,,,0.242,0.182,-0.242,3.9908,0.0545,-0.0545,915.6,1.81E+01,-1.81E+01,0.027481,6.11E-04,-4.93E-04,1.5102,0.17801,-0.36802,1.48,0.16,-2.30E-01,0.0795,,,89.36,,,419,,,21.83,2.6,-2.6,3823,167,-184,4.765,0.077,-0.056,0.492,0.054,-0.074,286.07523,44.664639,15.314
1682,8519253,K01267.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,5.93821065,1.41E-05,-1.41E-05,0,,,1.646,31.19,-0.153,2.5128,0.0954,-0.0954,522.5,1.85E+01,-1.85E+01,0.664007,3.12E+01,-1.52E-01,0.05583,27.43089,-0.01624,61.63,17.19,-5.73E+00,0.0626,,,69.52,,,996,,,4.7,2.4,-2.4,6123,164,-200,4.545,0.036,-0.204,0.85,0.237,-0.079,299.2749,44.55349,14.423
1683,8813698,K01268.01,,CANDIDATE,CANDIDATE,0.996,0,0,0,0,268.9410974,4.98E-04,-4.98E-04,0,,,0.765,0.02,-0.035,5.4434,0.0914,-0.0914,9010.2,8.74E+01,-8.74E+01,0.095141,8.59E-04,-1.73E-03,6.7682,1.10909,-0.88679,13.57,2.3,-2.31E+00,0.8272,,,89.85,,,321,,,295.8,48.5,-48.5,5798,78,-78,4.224,0.156,-0.104,1.306,0.222,-0.222,289.88962,45.005669,14.814
1684,8757910,K01269.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.655001616,3.40E-07,-3.40E-07,0,,,1.121,0.372,-0.064,1.8136,0.0253,-0.0253,271.2,3.20E+00,-3.20E+00,0.139253,3.64E-01,-6.03E-02,0.08753,0.09077,-0.00961,31.77,6.82,-1.02E+01,0.0168,,,26.85,,,3162,,,1.257,0.434,-0.434,6426,173,-192,3.965,0.266,-0.114,2.089,0.449,-0.673,293.53415,44.971111,13.371
1685,8564587,K01270.01,Kepler-57 b,CONFIRMED,CANDIDATE,1,0,0,0,0,5.729317577,4.53E-06,-4.53E-06,0,,,0.597,0.297,-0.389,1.1816,0.0247,-0.0247,865.4,1.77E+01,-1.77E+01,0.028094,3.96E-03,-1.31E-03,17.18007,13.57,-13.49255,2.41,0.38,-2.00E-01,0.06,,,88.9,,,850,,,31,12.2,-12.2,5320,159,-143,4.589,0.028,-0.105,0.786,0.122,-0.066,293.6413,44.65704,14.809
1686,8564587,K01270.02,Kepler-57 c,CONFIRMED,CANDIDATE,1,0,0,0,0,11.60908533,2.51E-05,-2.51E-05,0,,,0.03,0.426,-0.03,2.2603,0.0523,-0.0523,489.3,1.59E+01,-1.59E+01,0.019868,8.51E-04,-2.94E-04,8.98583,0.57412,-3.29469,1.71,0.26,-1.50E-01,0.096,,,89.96,,,671,,,40,2.6,-2.6,5320,159,-143,4.589,0.028,-0.105,0.786,0.122,-0.066,293.6413,44.65704,14.809
1687,8631160,K01271.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,162.0479502,1.15E-04,-1.15E-04,0,,,0.663,0.015,-0.021,9.8974,0.046,-0.046,4840.5,1.51E+01,-1.51E+01,0.067347,2.91E-04,-3.48E-04,0.82549,0.05364,-0.04977,11.52,2.07,-2.06E+00,0.6344,,,89.64,,,437,,,104.64,6.8,-6.8,6309,75,-82,4.16,0.148,-0.121,1.567,0.281,-0.281,294.2655,44.7943,13.632
1688,8806072,K01273.01,Kepler-802 b,CONFIRMED,CANDIDATE,0.927,0,0,0,0,40.05881661,9.53E-05,-9.53E-05,0,,,0.819,0.013,-0.572,5.595,0.108,-0.108,1239.4,2.24E+01,-2.24E+01,0.03618,9.50E-05,-3.81E-03,0.49325,1.57648,-0.0115,3.43,0.98,-3.10E-01,0.2265,,,88.65,,,489,,,34.7,15.9,-15.9,5668,152,-169,4.545,0.034,-0.195,0.868,0.248,-0.078,286.01587,45.007771,14.862
1689,8583696,K01275.01,Kepler-803 b,CONFIRMED,CANDIDATE,0.936,0,0,0,0,50.28635977,8.52E-05,-8.52E-05,0,,,0.018,0.326,-0.017,6.3212,0.0464,-0.0464,1119.3,1.28E+01,-1.28E+01,0.030461,5.03E-04,-2.26E-04,1.8368,0.06218,-0.32526,3.88,0.62,-5.60E-01,0.2678,,,89.98,,,543,,,62.62,2.1,-2.1,5900,105,-117,4.309,0.132,-0.108,1.167,0.185,-0.168,299.22162,44.693871,13.672
1690,8804283,K01276.01,,CANDIDATE,CANDIDATE,1,0,0,0,0,22.79020351,6.88E-05,-6.88E-05,0,,,0.036,0.415,-0.036,5.0394,0.079,-0.079,617.9,1.39E+01,-1.39E+01,0.02233,7.28E-04,-3.90E-04,1.60255,0.0201,-0.59606,2.57,0.36,-3.60E-01,0.1528,,,89.94,,,634,,,35.303,0.443,-0.443,5478,82,-74,4.354,0.132,-0.096,1.053,0.147,-0.147,285.0361,45.07106,14.766
1691,8804283,K01276.02,,CANDIDATE,CANDIDATE,1,0,0,0,0,13.26079792,9.80E-05,-9.80E-05,0,,,0.22,0.25,-0.22,3.912,0.169,-0.169,199.4,1.24E+01,-1.24E+01,0.01276,6.50E-04,-4.97E-04,1.80709,0.27136,-0.70466,1.47,0.2,-2.10E-01,0.1065,,,89.51,,,760,,,25.61,3.8,-3.8,5478,82,-74,4.354,0.132,-0.096,1.053,0.147,-0.147,285.0361,45.07106,14.766
1692,8552565,K01277.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.061932545,1.25E-06,-1.25E-06,0,,,0.713,0.112,-0.216,2.1429,0.0386,-0.0386,133.6,2.00E+00,-2.00E+00,0.011349,1.43E-03,-4.25E-04,0.38294,0.29268,-0.15919,2.29,0.48,-7.10E-01,0.0215,,,75.43,,,2508,,,2.84,1.1,-1.1,6134,167,-167,3.975,0.259,-0.111,1.851,0.383,-0.575,288.90253,44.632992,12.953
1693,8609450,K01278.01,Kepler-282 d,CONFIRMED,CANDIDATE,1,0,0,0,0,24.8056775,1.03E-04,-1.03E-04,0,,,0.007,0.415,-0.007,6.148,0.102,-0.102,624.4,1.65E+01,-1.65E+01,0.022674,6.31E-04,-4.65E-04,0.96343,0.02967,-0.28779,2.16,0.22,-2.20E-01,0.154,,,89.99,,,588,,,31.527,0.971,-0.971,5600,112,-100,4.455,0.102,-0.077,0.872,0.088,-0.088,284.67728,44.79768,15.204
1694,8609450,K01278.02,Kepler-282 e,CONFIRMED,CANDIDATE,1,0,0,0,0,44.3471936,1.72E-04,-1.72E-04,0,,,0.273,0.161,-0.273,6.43,0.106,-0.106,791.7,2.06E+01,-2.06E+01,0.025732,6.05E-04,-5.82E-04,1.36005,0.26387,-0.26627,2.45,0.25,-2.50E-01,0.2269,,,89.7,,,484,,,52.1,10.1,-10.1,5600,112,-100,4.455,0.102,-0.077,0.872,0.088,-0.088,284.67728,44.79768,15.204
1695,8609450,K01278.03,Kepler-282 b,CONFIRMED,CANDIDATE,0.896,0,0,0,0,9.2207691,1.40E-04,-1.40E-04,0,,,0.037,0.411,-0.037,4.907,0.279,-0.279,140,1.16E+01,-1.16E+01,0.010738,4.75E-04,-7.21E-04,0.6798,0.04418,-0.31275,1.02,0.11,-1.00E-01,0.0796,,,89.85,,,817,,,14.511,0.943,-0.943,5600,112,-100,4.455,0.102,-0.077,0.872,0.088,-0.088,284.67728,44.79768,15.204
1696,8609450,K01278.04,Kepler-282 c,CONFIRMED,CANDIDATE,0.992,0,0,0,0,13.6396648,2.30E-04,-2.30E-04,0,,,0.105,0.344,-0.105,5.425,0.3,-0.3,162.7,1.32E+01,-1.32E+01,0.011586,6.09E-04,-5.69E-04,0.73488,0.06751,-0.31833,1.1,0.11,-1.10E-01,0.1034,,,89.69,,,717,,,19.33,1.8,-1.8,5600,112,-100,4.455,0.102,-0.077,0.872,0.088,-0.088,284.67728,44.79768,15.204
1697,8609450,K01278.05,,FALSE POSITIVE,FALSE POSITIVE,0.174,1,0,0,0,203.250506,8.66E-03,-8.66E-03,0,,,0.336,0.127,-0.336,9.81,1,-1,238.9,3.73E+01,-3.73E+01,0.014194,3.85E-03,-2.27E-03,1.5917,7.63752,-1.41833,1.35,0.14,-1.30E-01,0.626,,,89.87,,,292,,,151.5,72.7,-72.7,5600,112,-100,4.455,0.102,-0.077,0.872,0.088,-0.088,284.67728,44.79768,15.204
1698,8628758,K01279.01,Kepler-804 b,CONFIRMED,CANDIDATE,1,0,0,0,0,14.37457572,3.31E-05,-3.31E-05,0,,,0.035,0.384,-0.035,4.7892,0.057,-0.057,335.8,6.60E+00,-6.60E+00,0.016643,4.46E-04,-2.15E-04,1.15872,0.06673,-0.29441,1.94,0.29,-2.40E-01,0.1137,,,89.91,,,779,,,23.3,1.3,-1.3,5768,115,-115,4.358,0.121,-0.11,1.067,0.16,-0.131,293.37225,44.785141,13.749
1699,8628758,K01279.02,Kepler-804 c,CONFIRMED,CANDIDATE,0.971,0,0,0,0,9.65188331,5.90E-05,-5.90E-05,0,,,0.122,0.342,-0.122,4.296,0.161,-0.161,103.2,5.80E+00,-5.80E+00,0.009238,4.63E-04,-2.71E-04,1.03417,0.13611,-0.37968,1.08,0.16,-1.40E-01,0.0872,,,89.59,,,890,,,17.2,2.3,-2.3,5768,115,-115,4.358,0.121,-0.11,1.067,0.16,-0.131,293.37225,44.785141,13.749
1700,8509361,K01280.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,6.0990118,2.05E-05,-2.05E-05,0,,,0.688,0.242,-0.427,3.6112,0.0957,-0.0957,227.5,6.90E+00,-6.90E+00,0.014675,2.12E-03,-8.50E-04,0.45872,0.69221,-0.03339,3.16,0.72,-1.57E+00,0.067,,,85.92,,,1374,,,9.66,3.6,-3.6,5743,174,-156,3.881,0.517,-0.138,1.971,0.451,-0.977,296.71735,44.579659,13.951
1701,8742590,K01281.01,,CANDIDATE,CANDIDATE,0.989,0,0,0,0,49.4781446,2.01E-04,-2.01E-04,0,,,0.048,0.41,-0.048,2.493,0.102,-0.102,496.6,2.80E+01,-2.80E+01,0.020297,1.02E-03,-5.83E-04,28.51104,3.19637,-11.59107,1.88,0.52,-1.70E-01,0.2587,,,89.98,,,462,,,154.5,17.3,-17.3,5776,138,-155,4.554,0.035,-0.196,0.849,0.236,-0.079,286.96683,44.992489,14.427
1702,8822366,K01282.01,Kepler-805 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,30.8639476,1.07E-04,-1.07E-04,0,,,0.907,0.014,-0.649,8.864,0.11,-0.11,256.5,4.70E+00,-4.70E+00,0.017519,6.80E-05,-2.41E-03,0.03676,0.33956,-0.00859,3.01,0.16,-1.30E-01,0.1978,,,85.76,,,743,,,12.28,6,-6,5977,80,-80,4.08,0.02,-0.018,1.571,0.086,-0.063,293.22995,45.05331,12.547
1703,8700771,K01283.01,Kepler-806 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,8.0922105,3.32E-05,-3.32E-05,0,,,0.951,0.007,-0.695,5.7696,0.0626,-0.0626,65.3,2.00E+00,-2.00E+00,0.009433,2.90E-05,-1.79E-03,0.01516,0.34358,-0.00283,1.44,0.22,-3.40E-01,0.0764,,,75.28,,,1089,,,3.74,1.8,-1.8,5774,115,-92,4.106,0.224,-0.096,1.395,0.216,-0.325,296.00711,44.853474,11.731
1704,10960993,K01284.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,3.117087797,6.56E-07,-6.56E-07,0,,,1.255,0.123,-0.074,3.06941,0.00907,-0.00907,12152.1,3.31E+01,-3.31E+01,0.396147,1.09E-01,-7.31E-02,0.23286,0.01222,-0.00753,88.51,23.66,-3.55E+01,0.0471,,,75.25,,,1842,,,4.927,0.259,-0.259,6338,179,-224,3.973,0.343,-0.147,2.046,0.547,-0.82,283.31592,48.404873,11.397
1705,10879208,K01286.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.668483615,2.58E-07,-2.58E-07,0,,,1.269,0.55,-0.11,2.0909,0.0191,-0.0191,2899.8,2.15E+01,-2.15E+01,0.333884,5.40E-01,-1.04E-01,0.18475,0.22731,-0.0295,29.53,7.33,-2.44E+00,0.0145,,,39.03,,,1832,,,1.634,0.67,-0.67,5546,166,-166,4.575,0.04,-0.16,0.81,0.201,-0.067,298.25803,48.217361,15.905
1706,10843203,K01287.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.429633087,3.08E-06,-3.08E-06,0,,,1.264,4.822,-0.15,3.0257,0.0251,-0.0251,6120.1,4.48E+01,-4.48E+01,0.363622,4.79E+00,-1.37E-01,0.19465,1.60089,-0.01575,32.12,5.68,-3.05E+00,0.0498,,,77.56,,,950,,,5.87,2.8,-2.8,5344,204,-185,4.545,0.051,-0.111,0.809,0.143,-0.077,282.23273,48.271198,15.91
1707,10790387,K01288.01,Kepler-807 b,CONFIRMED,CANDIDATE,1,0,0,0,0,117.931108,8.38E-05,-8.38E-05,0,,,0.615,0.028,-0.07,5.8796,0.0633,-0.0633,8506.6,4.76E+01,-4.76E+01,0.088538,4.73E-04,-1.25E-03,3.54676,0.59466,-0.37941,10.36,3.5,-1.17E+00,0.4884,,,89.74,,,418,,,137.6,23.1,-23.1,6392,151,-207,4.425,0.056,-0.21,1.072,0.362,-0.121,289.02017,48.119808,15.128
1708,10748393,K01289.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,4.887806806,3.95E-06,-3.95E-06,0,,,0.561,0.011,-0.464,2.4078,0.0411,-0.0411,4676,4.61E+01,-4.61E+01,0.064413,5.10E-03,-2.39E-03,2.1946,1.44126,-0.13881,5.71,0.94,-5.80E-01,0.0524,,,87.71,,,918,,,14.05,4.6,-4.6,5284,185,-185,4.523,0.076,-0.102,0.812,0.133,-0.082,297.71039,48.083832,15.399
1709,10748393,K01289.02,,FALSE POSITIVE,FALSE POSITIVE,0.001,1,0,0,0,386.39833,1.23E-02,-1.23E-02,0,,,0.287,0.192,-0.287,8.519,0.874,-0.874,748,3.13E+02,-3.13E+02,0.024773,1.76E-02,-2.33E-02,5.01796,282.64749,-3.00916,2.2,0.36,-2.30E-01,0.9651,,,89.95,,,214,,,341,170,-170,5284,185,-185,4.523,0.076,-0.102,0.812,0.133,-0.082,297.71039,48.083832,15.399
1710,10874226,K01290.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,11.97360504,8.94E-06,-8.94E-06,0,,,1.3,12.63,-0.113,4.3117,0.0321,-0.0321,3822.9,2.66E+01,-2.66E+01,0.371003,1.26E+01,-1.07E-01,0.10661,2.90715,-0.00791,38.2,13.01,-4.05E+00,0.1031,,,81.97,,,820,,,9.31,4.6,-4.6,6146,192,-213,4.497,0.054,-0.216,0.943,0.321,-0.1,296.71634,48.211262,15.175
1711,10661771,K01291.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.231364189,9.35E-07,-9.35E-07,0,,,0.995,0.034,-0.017,5.8574,0.0728,-0.0728,1097.1,7.20E+00,-7.20E+00,0.055411,2.33E-02,-1.39E-02,0.01962,0.00039,-0.00028,5.39,1.34,-8.20E-01,0.0207,,,31.13,,,1707,,,1.1629,0.0231,-0.0231,5897,177,-159,4.429,0.14,-0.171,0.891,0.221,-0.136,290.29385,47.96759,14.97
