,rowid,kepid,koi_disposition,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,predicted
5056,5057,9117416,CANDIDATE,3.15722086,131.69915,0.001,3.762,49.7,1.41,1791.0,2436.47,17.4,6120.0,3.9339999999999997,2.0,300.31619,45.49538,13.265999999999998,1
5058,5059,9474756,CANDIDATE,6.685438,132.3184,0.853,5.09,89.2,1.25,1040.0,276.02,9.7,5808.0,4.3260000000000005,1.159,295.55374,46.029109999999996,15.135,1
5060,5061,7517261,CANDIDATE,8.5433774,137.9895,0.748,6.149,75.1,1.58,1260.0,595.97,10.3,6602.0,4.1080000000000005,1.685,288.4212,43.179794,13.932,1
5067,5068,5877292,CANDIDATE,11.720169300000002,136.1871,0.292,2.399,154.0,1.34,870.0,135.43,7.5,6193.0,4.434,1.067,292.13049,41.165749,15.171,1
5071,5072,9845909,CANDIDATE,11.570600500000001,136.28576999999999,0.41600000000000004,3.073,212.0,1.33,771.0,83.39,9.6,5718.0,4.479,0.9,297.37747,46.661652000000004,15.089,1
5072,5073,9221528,CANDIDATE,16.2953228,144.7982,0.5870000000000001,4.882,229.0,1.6,773.0,84.23,12.9,6187.0,4.4319999999999995,1.013,293.13409,45.626869,15.11,1
5077,5078,9230021,CANDIDATE,15.8283833,144.3927,0.623,3.6430000000000002,228.0,1.8,758.0,78.2,9.8,5596.0,4.298,1.145,296.19614,45.634331,15.364,1
5085,5086,6058816,CANDIDATE,73.7502765,188.52221,0.127,13.309000000000001,233.0,3.78,677.0,49.76,33.9,6056.0,3.7969999999999997,2.481,296.35461000000004,41.33556,13.214,1
5086,5087,6058816,CANDIDATE,4.7482669,135.8003,0.6729999999999999,4.947,35.6,1.57,1690.0,1927.62,12.1,6056.0,3.7969999999999997,2.481,296.35461000000004,41.33556,13.214,1
5092,5093,4263529,CANDIDATE,10.10404351,132.892841,0.951,1.0022,1320.0,4.05,752.0,75.32,39.5,5530.0,4.541,0.831,291.88907,39.361771000000005,14.030999999999999,0
5094,5095,6619815,CANDIDATE,65.94078689999999,231.97155,0.332,7.776,580.0,2.33,454.0,10.04,19.8,5982.0,4.493,0.96,295.57608,42.023361,15.502,0
5098,5099,7697103,CANDIDATE,13.9248005,142.04731999999998,0.021,5.016,195.0,0.9,588.0,28.27,11.2,5271.0,4.669,0.648,296.38268999999997,43.386589,15.712,1
5102,5103,7093401,CANDIDATE,34.08429351,152.06766000000002,1.28,1.3521,3750.0,36.05,506.0,15.46,28.7,5252.0,4.428,0.922,282.34612999999996,42.608909999999995,15.417,1
5129,5130,4820550,CANDIDATE,202.1168173,292.05064,0.9059999999999999,4.683,2700.0,5.8,286.0,1.59,56.3,5536.0,4.498,0.917,286.77145,39.983821999999996,13.922,0
5155,5156,6525946,CANDIDATE,2.508116,133.98497,0.47200000000000003,2.504,188.0,12.28,3662.0,42618.46,18.3,5096.0,2.435,8.769,292.95416,41.934799,15.357000000000001,1
5164,5165,9025971,CANDIDATE,141.2415405,256.205347,0.12,6.7645,13000.0,11.49,352.0,3.62,380.9,5705.0,4.397,1.0170000000000001,293.28156,45.309669,14.524000000000001,0
5166,5167,9973109,CANDIDATE,16.0988294,131.8764,0.017,5.686,160.0,1.14,705.0,58.53,10.9,5657.0,4.401,0.9109999999999999,299.526,46.899260999999996,14.55,1
5177,5178,3128552,CANDIDATE,2.50475282,133.63645,0.13,2.376,181.0,1.48,1369.0,828.59,18.9,5509.0,4.308,1.1159999999999999,294.15271,38.23304,14.523,1
5178,5179,10363115,CANDIDATE,59.3627946,184.14711,0.001,13.972000000000001,234.0,2.23,566.0,24.33,51.5,5786.0,4.106,1.4709999999999999,299.58337,47.448078,12.07,1
5179,5180,5966810,CANDIDATE,247.891041,133.92838,0.002,18.363,957.0,4.74,367.0,4.27,34.6,6121.0,4.163,1.536,293.8183,41.211459999999995,14.948,1
5183,5184,6863158,CANDIDATE,1.99469354,131.5639,0.643,5.297000000000001,75.1,0.46,758.0,78.2,8.9,3799.0,4.738,0.51,291.85205,42.343361,15.845999999999998,1
5184,5185,2581316,CANDIDATE,10.51421162,134.56738,0.877,3.877,85.4,1.25,943.0,187.06,21.6,6259.0,4.385,1.167,292.62747,37.860141999999996,11.69,0
5201,5202,10281221,CANDIDATE,0.5828954120000001,131.621083,1.011,1.0528,588.0,5.87,2347.0,7152.6,87.0,6263.0,4.46,1.0090000000000001,294.61252,47.343262,14.972000000000001,1
5202,5203,6525946,CANDIDATE,0.496069986,132.28138,0.26899999999999996,1.5568,129.0,10.0,6285.0,369989.68,22.1,5096.0,2.435,8.769,292.95416,41.934799,15.357000000000001,1
5210,5211,7017372,CANDIDATE,5.24088367,136.02877,0.65,3.3656,8530.0,12.74,1320.0,716.85,385.7,6452.0,4.2410000000000005,1.305,285.9718,42.545712,14.014000000000001,0
5220,5221,3128552,CANDIDATE,6.13074243,131.85782,0.9407,2.84,146.0,1.26,916.0,166.78,9.9,5741.0,4.556,0.833,294.15271,38.23304,14.523,1
5221,5222,10788461,CANDIDATE,9.2075634,135.80100000000002,0.898,3.365,1240.0,5.5,972.0,211.08,43.4,5678.0,4.215,1.3030000000000002,288.16251,48.16515,14.026,0
5229,5230,5903301,CANDIDATE,1.160153553,132.145331,1.258,2.16452,12300.0,60.47,2183.0,5363.78,552.8,6200.0,4.1610000000000005,1.382,298.65833,41.138882,15.149000000000001,1
5235,5236,5008245,CANDIDATE,2.60720833,131.84843999999998,0.644,2.6452,3150.0,7.31,1561.0,1403.43,185.3,6366.0,4.352,1.236,290.93671,40.12492,14.103,1
5236,5237,10555365,CANDIDATE,5.80184753,131.77347,0.478,3.9551,22100.0,14.0,989.0,225.81,118.1,5687.0,4.426,0.9209999999999999,298.77109,47.785412,16.605,1
5241,5242,8949316,CANDIDATE,0.604358764,131.68577,1.197,1.0423,38700.0,23.28,997.0,235.63,236.8,3569.0,4.82,0.42700000000000005,290.51895,45.235371,16.182000000000002,1
5254,5255,9489524,CANDIDATE,6.8873112999999995,132.0711,0.489,2.214,85.3,0.72,788.0,90.91,8.1,5208.0,4.563,0.772,299.89651000000003,46.051971,12.957,1
5264,5265,12301181,CANDIDATE,2.18565886,132.45418,0.39399999999999996,1.966,35.6,0.44,1087.0,329.49,11.1,4997.0,4.598,0.746,287.59009,51.06057,12.905999999999999,1
5265,5266,5397166,CANDIDATE,1.811966339,132.27828,1.24,3.792,408.0,95.19,2573.0,10360.38,36.3,5904.0,3.602,3.3480000000000003,299.85965,40.56395,13.493,1
5282,5283,9533489,CANDIDATE,197.1455327,300.17697799999996,1.251,2.1145,5660.0,72.16,498.0,14.53,56.8,7214.0,4.093,1.935,294.67377,46.122673,12.962,1
5295,5296,8257205,CANDIDATE,7.12766417,136.00586,0.125,2.491,229.0,1.21,784.0,89.24,16.0,5159.0,4.548,0.821,298.97217,44.132381,14.839,0
5297,5298,6891124,CANDIDATE,3.52364689,134.1864,0.004,3.4389999999999996,74.2,0.94,1330.0,739.8,8.5,6269.0,4.412,1.085,298.72821,42.372631,14.46,1
5302,5303,9489524,CANDIDATE,4.78850084,135.4574,0.34299999999999997,2.099,66.5,0.63,889.0,147.95,7.2,5208.0,4.563,0.772,299.89651000000003,46.051971,12.957,1
5309,5310,4164922,CANDIDATE,1.2106936259999999,132.39306000000002,0.597,1.4340000000000002,159.0,0.99,1351.0,784.51,41.6,5014.0,4.559,0.7559999999999999,293.34497000000005,39.257809,12.914000000000001,1
5310,5311,12061969,CANDIDATE,1.0900110029999999,131.58066000000002,0.531,1.5,175.0,1.04,1402.0,911.28,12.6,5081.0,4.596,0.77,291.65952000000004,50.583881,15.753,1
5311,5312,4164922,CANDIDATE,18.2572722,134.44527,0.41200000000000003,3.4339999999999997,158.0,0.94,547.0,21.16,17.3,5014.0,4.559,0.7559999999999999,293.34497000000005,39.257809,12.914000000000001,0
5373,5374,8827930,CANDIDATE,288.3128666,374.79958,0.525,5.419,11200.0,13.21,300.0,1.93,96.8,5672.0,4.252,1.22,295.20694,45.09819,15.999,0
5377,5378,3440118,CANDIDATE,19.57783279,131.71421,0.6940000000000001,1.9857,433.0,1.96,621.0,35.14,37.2,5620.0,4.533,0.884,290.44067,38.523559999999996,12.624,0
5382,5383,6790592,CANDIDATE,106.18732,180.796,0.027000000000000003,10.29,266.0,231.85,2660.0,11829.18,8.6,3287.0,0.114,152.969,295.43973,42.209061,10.027999999999999,1
5386,5387,6508221,CANDIDATE,9.74765878,139.16423999999998,0.6579999999999999,2.62,102.0,0.78,679.0,50.3,11.6,5176.0,4.612,0.738,286.86548,41.989079,14.29,1
5388,5389,6952971,CANDIDATE,309.89103,259.0588,0.569,16.4,321.0,2.15,314.0,2.3,10.7,6450.0,4.386,1.155,293.17212,42.483238,14.706,1
5418,5419,2994092,CANDIDATE,50.271927000000005,160.466,0.205,6.0729999999999995,575.0,2.94,589.0,28.51,9.3,6520.0,4.375,1.215,292.40063,38.134578999999995,15.923,1
5419,5420,4638237,CANDIDATE,290.1401717,307.25061800000003,0.935,2.1583,4840.0,11.58,304.0,2.02,69.1,5631.0,4.212,1.263,286.15311,39.714901,13.905999999999999,0
5434,5435,12154526,CANDIDATE,1.72110057,132.76068,0.767,1.922,29.7,0.7,1607.0,1575.2,9.3,5700.0,4.327,1.176,288.64627,50.788979,13.350999999999999,1
5440,5441,5386904,CANDIDATE,4.8591441,132.6666,0.932,3.8588,2180.0,6.9,1303.0,681.41,81.6,6586.0,4.361000000000001,1.207,297.94922,40.530708000000004,14.113,0
5443,5444,6507433,CANDIDATE,4.742552099999999,133.13755,0.851,1.11,3580.0,7.27,1159.0,426.49,10.9,6161.0,4.454,1.053,286.50876,41.922740999999995,15.432,1
5446,5447,8564976,CANDIDATE,152.82559890000002,197.41339,0.409,22.688000000000002,2170.0,34.85,734.0,68.47,98.9,4991.0,2.9330000000000003,7.506,293.77213,44.63847,13.225999999999999,1
5481,5482,5195172,CANDIDATE,1.480283464,134.37254,0.057999999999999996,2.4859999999999998,60.5,0.97,1822.0,2597.27,21.3,5897.0,4.25,1.2590000000000001,294.11307,40.362968,13.522,1
5485,5486,7778664,CANDIDATE,5.0263815,135.5595,0.185,4.3839999999999995,77.2,0.84,1065.0,305.12,8.5,5783.0,4.418,0.9620000000000001,299.14664,43.459831,14.877,1
5495,5496,5211199,CANDIDATE,6.68231249,132.18853000000001,0.892,3.2510000000000003,48.7,2.09,1350.0,784.74,12.3,5343.0,3.764,2.506,297.65143,40.352551,13.052,1
5508,5509,7834712,CANDIDATE,66.119119,145.2356,0.256,3.0860000000000003,862.0,3.0,452.0,9.89,9.8,5828.0,4.462,1.028,295.79787999999996,43.570389,15.978,1
5517,5518,8189801,CANDIDATE,0.66682654,133.041202,0.856,0.7847,512.0,1.49,1183.0,461.55,33.4,3993.0,4.696000000000001,0.5539999999999999,298.92638999999997,44.00219,15.745,0
5528,5529,6699368,CANDIDATE,3.6903170469999997,131.542094,1.151,1.3784,466.0,20.23,1280.0,634.09,43.0,6120.0,4.395,1.054,294.01492,42.139191,14.335999999999999,1
5533,5534,10028352,CANDIDATE,1.38680229,132.532038,1.115,1.7065,242.0,29.33,2530.0,9703.01,84.4,6823.0,4.04,2.037,297.79224,46.935829,12.655,1
5544,5545,9205938,CANDIDATE,199.66876000000002,131.609,0.046,8.996,252.0,1.45,305.0,2.06,13.9,5678.0,4.409,0.9209999999999999,285.69199,45.689388,14.033,1
5547,5548,6750902,CANDIDATE,0.469334634,131.736456,0.95,0.8864,340.0,2.4,2432.0,8264.27,49.1,5888.0,4.394,1.008,281.24307000000005,42.254929,14.67,1
5558,5559,10614012,CANDIDATE,132.1331011,149.17288,0.606,26.715,7960.0,75.08,809.0,101.41,284.3,5067.0,2.877,8.121,296.92874,47.88295,9.715,1
5563,5564,7762723,CANDIDATE,9.88736642,139.52781000000002,0.38299999999999995,4.23,68.0,0.68,768.0,82.32,14.6,5693.0,4.57,0.816,294.99725,43.435921,13.460999999999999,0
5577,5578,9655129,CANDIDATE,2.743978797,133.76412,1.138,6.442,40000.0,38.11,1136.0,392.49,56.5,5334.0,4.492,0.81,294.24811,46.374008,13.805,1
5579,5580,10917681,CANDIDATE,12.89623554,136.82697,0.973,2.625,427.0,2.55,783.0,89.02,32.9,6072.0,4.51,0.9229999999999999,290.60745,48.357182,14.107000000000001,0
5587,5588,11246161,CANDIDATE,0.5374094,131.49675,0.17,1.2039,94.2,0.96,2208.0,5646.82,21.9,5749.0,4.457,0.988,292.87417999999997,48.936569,14.832,1
5602,5603,12253474,CANDIDATE,6.422943288,135.55302,0.198,1.0815,261.0,1.66,1034.0,269.8,30.6,6102.0,4.447,1.016,288.63482999999997,50.912231,12.335,0
5609,5610,9602613,CANDIDATE,4.61225043,133.86133999999998,0.012,2.695,29.1,0.51,1032.0,268.27,13.7,5495.0,4.442,0.961,297.14883,46.296951,11.83,1
5622,5623,6603756,CANDIDATE,5.204286663,135.885314,0.272,6.2598,35200.0,16.0,934.0,180.12,153.0,5332.0,4.471,0.86,291.09161,42.058479,15.424000000000001,1
5632,5633,5709889,CANDIDATE,0.526887517,131.86561,0.292,0.8971,120.0,0.58,1238.0,550.37,20.6,3945.0,4.721,0.519,293.17096000000004,40.99559,14.694,0
5639,5640,7601665,CANDIDATE,3.11141514,132.4992,0.46,3.074,28.4,0.7,1530.0,1296.58,8.3,6450.0,4.297,1.273,289.88666,43.233878999999995,13.395999999999999,1
5652,5653,9149789,CANDIDATE,0.352515897,132.01658999999998,0.26,1.0525,168.0,1.0,2194.0,5534.14,38.0,5465.0,4.598,0.7659999999999999,289.85889,45.503840999999994,14.867,1
5656,5657,5773121,CANDIDATE,0.524175803,131.60105,0.318,0.7648,237.0,1.27,1891.0,3049.23,22.4,5278.0,4.5760000000000005,0.815,285.33154,41.063911,15.04,1
5658,5659,4814502,CANDIDATE,4.94330596,135.57568,0.9279999999999999,2.9334,126.0,1.41,1058.0,296.74,27.7,5661.0,4.415,1.008,283.99509,39.917,12.697000000000001,0
5660,5661,7613620,CANDIDATE,0.619023176,131.92817,0.387,1.496,77.9,0.79,1885.0,2985.06,8.9,5395.0,4.5360000000000005,0.8909999999999999,293.67114,43.217609,15.775,1
5671,5672,11705004,CANDIDATE,9.03326435,137.17738,0.455,2.8569999999999998,611.0,1.96,729.0,66.89,18.3,5311.0,4.588,0.7879999999999999,287.53503,49.801659,15.901,0
5673,5674,11244682,CANDIDATE,3.490785878,133.10269,0.11599999999999999,1.4513,337.0,1.32,1010.0,245.65,32.7,5496.0,4.618,0.725,292.13732999999996,48.917190999999995,14.677999999999999,0
5677,5678,7287028,CANDIDATE,3.6092231,132.463,0.364,2.8,52.4,0.68,1192.0,477.0,4.4,6032.0,4.508,0.929,293.35861,42.80666,13.534,1
5679,5680,8376848,CANDIDATE,11.492711199999999,133.3086,1.212,7.763999999999999,292.0,25.01,858.0,127.97,18.7,6198.0,4.4639999999999995,1.005,295.74899,44.374759999999995,15.472000000000001,1
5681,5682,4173026,CANDIDATE,116.583183,246.6275,0.586,5.8,819.0,2.91,371.0,4.47,8.7,5738.0,4.426,0.981,295.164,39.201408,15.104000000000001,1
5687,5688,4945877,CANDIDATE,1.3396702409999999,132.16786000000002,0.602,1.895,28.6,1.27,3448.0,33385.02,21.7,8867.0,3.988,2.245,297.19012000000004,40.027969,10.455,1
5694,5695,4947556,CANDIDATE,13.0267964,139.14777,0.93,0.785,357.0,2.08,643.0,40.51,11.4,5083.0,4.512,0.8440000000000001,297.57712000000004,40.02771,13.335999999999999,1
5697,5698,9593528,CANDIDATE,1.88665445,132.3531,1.2690000000000001,1.3430000000000002,2100.0,43.81,1794.0,2453.86,15.8,6296.0,4.247,1.249,294.0282,46.201771,15.21,1
5700,5701,11969988,CANDIDATE,2.19068738,132.01727,0.594,4.41,66.3,1.68,2017.0,3913.33,44.1,6208.0,3.9730000000000003,1.975,295.05322,50.34774,12.520999999999999,1
5703,5704,9009953,CANDIDATE,234.24073900000002,210.8122,0.9440000000000001,12.925,464.0,3.41,329.0,2.77,27.7,5814.0,4.269,1.248,286.94971,45.353828,13.685,1
5716,5717,9904006,CANDIDATE,20.1890396,142.19429,0.541,6.251,112.0,1.39,794.0,93.89,15.0,6178.0,4.269,1.2670000000000001,296.80343999999997,46.74115,13.573,0
5719,5720,7679812,CANDIDATE,38.57634829999999,167.85725,0.015,19.861,282.0,2.05,619.0,34.77,76.3,6167.0,4.333,1.2209999999999999,290.87228,43.333,12.626,1
5732,5733,5942093,CANDIDATE,14.38724729,131.85133000000002,1.262,1.9078,1910.0,29.24,725.0,65.41,43.5,5830.0,4.479,0.8590000000000001,284.87453999999997,41.203651,15.264000000000001,1
5733,5734,5992270,CANDIDATE,58.430264799999996,168.30178999999998,0.948,7.18,1850.0,3.45,300.0,1.91,34.1,4338.0,4.643,0.609,299.62198,41.212509000000004,14.782,0
5755,5756,8435247,CANDIDATE,0.696125302,354.767068,1.219,2.0054,15000.0,28.44,1645.0,1739.43,177.2,5245.0,4.593999999999999,0.674,293.539,44.494919,15.464,1
5757,5758,9425139,CANDIDATE,305.07624689999994,294.06793999999996,0.695,6.255,4040.0,7.82,284.0,1.53,113.4,5716.0,4.348,1.155,298.99509,45.909512,13.377,0
5762,5763,7810483,CANDIDATE,29.92208104,146.00807,0.38,2.7716,345.0,3.09,782.0,88.52,37.6,6127.0,4.055,1.6369999999999998,287.23676,43.567211,13.377,0
5780,5781,7671950,CANDIDATE,10.5994606,134.8329,0.6709999999999999,9.484,129.0,1.28,896.0,152.67,11.2,6194.0,4.445,1.069,287.81284,43.362549,15.284,1
5805,5806,7747103,CANDIDATE,399.37587,300.0792,0.556,21.25,552.0,3.93,326.0,2.66,11.9,6098.0,4.069,1.618,289.7308,43.497368,13.280999999999999,1
5811,5812,6342333,CANDIDATE,80.2321467,162.39301,0.9109999999999999,4.656000000000001,889.0,3.24,380.0,4.91,24.9,5436.0,4.505,0.888,282.86319,41.79668,14.32,0
5812,5813,10674871,CANDIDATE,41.88970036,172.00101999999998,1.285,1.35,1300.0,32.16,515.0,16.66,20.9,5952.0,4.519,0.907,295.46463,47.90807,14.74,1
5827,5828,11518201,CANDIDATE,1.236866732,132.1776,0.982,1.242,187.0,1.75,1569.0,1439.3,14.2,5621.0,4.513999999999999,0.879,296.68945,49.44677,15.388,1
5833,5834,9758032,CANDIDATE,1.3320359959999999,131.58386000000002,0.13699999999999998,1.391,137.0,0.85,1365.0,823.09,12.6,5376.0,4.6160000000000005,0.73,285.20944,46.540909,15.682,1
5845,5846,6974658,CANDIDATE,0.7165318509999999,131.7213,0.887,0.655,78.9,1.11,2034.0,4063.57,17.9,5552.0,4.349,1.03,298.29819,42.434368,13.458,1
5850,5851,9634821,CANDIDATE,5.47715718,352.84857,0.244,1.3849,568.0,2.17,892.0,149.23,16.7,5029.0,4.428999999999999,0.93,284.34274,46.316551000000004,15.213,0
5855,5856,9602613,CANDIDATE,7.57299816,131.94317,0.41100000000000003,2.645,30.2,0.53,875.0,138.36,10.9,5495.0,4.442,0.961,297.14883,46.296951,11.83,1
5857,5858,9758089,CANDIDATE,32.376183000000005,150.41557,0.8959999999999999,4.4639,745.0,2.26,392.0,5.61,34.2,4580.0,4.641,0.675,285.25366,46.582190999999995,14.897,0
5858,5859,10005758,CANDIDATE,284.063137,200.83619,0.888,8.297,1630.0,6.36,321.0,2.51,53.5,5791.0,4.185,1.3359999999999999,289.34143,46.988239,13.929,0
5865,5866,10904004,CANDIDATE,4.64490141,133.67436,0.057999999999999996,2.456,106.0,0.76,832.0,113.62,11.7,4786.0,4.54,0.77,282.34305,48.340778,14.48,1
5870,5871,8758136,CANDIDATE,0.998212785,131.81898,0.436,2.489,119.0,1.1,1888.0,2998.77,18.8,6072.0,4.47,0.988,293.61337000000003,44.975421999999995,15.544,1
5879,5880,2715695,CANDIDATE,4.09578199,131.61992,0.752,1.704,406.0,1.64,851.0,124.3,11.9,4791.0,4.577,0.742,292.03348,37.974548,15.958,1
5883,5884,12352520,CANDIDATE,4.5770016,132.09921,0.327,0.9490000000000001,710.0,1.33,567.0,24.38,18.0,3805.0,4.7669999999999995,0.49700000000000005,288.87436,51.154121,15.737,0
5886,5887,9605552,CANDIDATE,9.3210841,138.09946000000002,0.0815,1.81,294.0,0.61,394.0,5.67,6.1,3773.0,4.925,0.35,297.96047999999996,46.227921,15.982999999999999,1
5889,5890,5474613,CANDIDATE,13.616454699999998,140.93263000000002,1.19,5.175,376.0,22.29,755.0,76.81,22.6,5823.0,4.4719999999999995,0.972,298.37384,40.61842,14.802,1
5891,5892,2715695,CANDIDATE,7.55842923,137.9981,0.619,2.91,361.0,1.46,694.0,54.85,10.3,4791.0,4.577,0.742,292.03348,37.974548,15.958,1
5892,5893,10587105,CANDIDATE,35.8656484,135.92373999999998,0.963,8.035,251.0,2.44,633.0,37.92,26.2,6078.0,4.29,1.189,285.88837,47.880379,13.763,0
5895,5896,5283728,CANDIDATE,43.681309000000006,168.9218,0.257,12.37,258.0,1.33,473.0,11.86,9.8,5726.0,4.564,0.8290000000000001,294.27398999999997,40.462078000000005,15.649000000000001,1
5900,5901,5374838,CANDIDATE,230.180357,230.05245,0.102,13.436,3690.0,7.57,347.0,3.41,64.0,6313.0,4.364,1.246,295.21255,40.516911,15.469000000000001,1
5905,5906,6368905,CANDIDATE,220.72014199999998,303.8527,0.113,8.186,863.0,2.0,235.0,0.72,12.0,5150.0,4.6339999999999995,0.696,293.36475,41.788891,15.827,1
5907,5908,6372194,CANDIDATE,281.59215770000003,261.81786,0.6409999999999999,5.672999999999999,9310.0,7.22,225.0,0.61,76.0,5330.0,4.627,0.713,294.33594,41.747532,15.87,0
5908,5909,6387557,CANDIDATE,103.72215200000001,176.0727,0.017,6.061,297.0,1.95,414.0,6.92,9.4,5784.0,4.33,1.143,298.11356,41.712749,14.775,1
5913,5914,5294945,CANDIDATE,32.5474295,133.6742,0.7090000000000001,6.945,157.0,1.42,618.0,34.42,11.3,6068.0,4.3839999999999995,1.061,296.87976000000003,40.45536,14.564,1
5914,5915,7742408,CANDIDATE,33.496911499999996,163.7638,0.961,4.833,164.0,2.97,630.0,37.3,13.2,4928.0,3.966,1.6880000000000002,287.66339,43.471451,13.354000000000001,1
5915,5916,3968809,CANDIDATE,411.8969,379.0087,0.4026,6.202999999999999,503.0,2.61,279.0,1.43,8.5,6362.0,4.408,1.1440000000000001,295.18872000000005,39.01865,14.452,1
5918,5919,3974928,CANDIDATE,127.67171100000002,227.0906,0.2999,2.637,450.0,5.52,519.0,17.13,8.0,4985.0,3.534,2.633,296.35797,39.078579,13.832,1
5922,5923,5390913,CANDIDATE,1.680254289,131.898828,0.7314,12.585,51600.0,30.88,1996.0,3753.6,178.7,6423.0,4.121,1.246,298.7175,40.541969,12.075,1
5923,5924,5391911,CANDIDATE,0.782068488,131.89402009999998,0.27899999999999997,1.239,116.0,21.02,6169.0,343029.57,4.1,4475.0,2.113,20.237000000000002,298.89673,40.578528999999996,11.378,1
5924,5925,5394585,CANDIDATE,151.13008,278.46299999999997,0.0529,3.49,358.0,4.41,578.0,26.4,4.6,6768.0,3.844,2.302,299.38071,40.535671,11.867,1
5931,5932,6425377,CANDIDATE,263.90141,203.1723,0.9585,4.303,807.0,23.91,562.0,23.6,11.0,5094.0,3.1260000000000003,6.247000000000001,284.98364,41.881351,13.485,1
5933,5934,6442735,CANDIDATE,18.7821603,147.8508,0.1986,5.5729999999999995,77.2,0.83,681.0,50.97,9.8,5919.0,4.488,0.94,291.76412999999997,41.86013,14.043,1
5934,5935,6443093,CANDIDATE,389.316341,351.36048999999997,1.202,5.49,2600.0,27.61,245.0,0.86,34.7,5731.0,4.44,0.958,291.89035,41.816818,14.57,1
5937,5938,6509282,CANDIDATE,3.98916186,132.21376999999998,0.08,1.913,318.0,28.1,3293.0,27838.74,16.3,4998.0,2.524,16.187,287.33041000000003,41.974899,13.56,1
5938,5939,8231667,CANDIDATE,42.8774169,156.06967,0.02,1.9909999999999999,1070.0,2.67,451.0,9.8,14.8,5256.0,4.4830000000000005,0.8320000000000001,291.19882,44.166241,15.654000000000002,0
5939,5940,6697817,CANDIDATE,190.80078799999998,236.0389,0.066,8.082,288.0,1.67,321.0,2.51,13.0,5993.0,4.489,0.986,293.62357000000003,42.129639000000005,14.322000000000001,1
5945,5946,4135912,CANDIDATE,29.609426300000003,141.2485,0.7190000000000001,2.71,225.0,2.87,789.0,91.56,10.8,6079.0,4.059,1.7830000000000001,284.66582999999997,39.252041,14.385,1
5951,5952,5436455,CANDIDATE,209.967521,241.95921,0.2723,2.585,120.0,1.16,344.0,3.29,7.1,6437.0,4.439,1.042,287.87424,40.630409,12.489,1
5955,5956,5443320,CANDIDATE,21.3684341,143.72266000000002,0.063,1.18,493.0,1.72,551.0,21.86,9.7,5204.0,4.515,0.7859999999999999,290.20547,40.66993,15.47,1
5958,5959,6511182,CANDIDATE,29.5632952,158.22503999999998,0.154,1.5619999999999998,533.0,1.9,527.0,18.23,10.4,5595.0,4.562,0.828,288.12735,41.952801,15.684000000000001,1
5960,5961,6517200,CANDIDATE,435.50635,267.6857,0.1452,34.16,554.0,2.06,225.0,0.61,8.2,5750.0,4.538,0.882,290.20068,41.946289,15.667,1
5967,5968,1429589,CANDIDATE,38.168652,144.4713,0.0283,5.086,90.6,1.4,696.0,55.36,8.3,6164.0,4.117,1.465,290.75626,37.089809,13.195,1
5970,5971,1865864,CANDIDATE,69.08935699999999,135.4461,0.051,6.207000000000001,475.0,1.47,332.0,2.87,8.6,4848.0,4.581,0.698,290.87305,37.362179,15.572000000000001,1
5972,5973,4164511,CANDIDATE,40.9882124,152.2483,0.2697,3.5989999999999998,146.0,1.44,657.0,43.98,11.3,6705.0,4.328,1.1740000000000002,293.24701,39.236691,13.005999999999998,1
